No,Code,Company Name,Listing Date,Shares,Listing Board
945,UFOE,Damai Sejahtera Abadi Tbk.,01 Feb 2021,"2,898,261,693",Development
946,ADMF,Adira Dinamika Multi Finance T,31 Mar 2004,"1,235,803,109",Development
947,ADMG,Polychem Indonesia Tbk,20 Oct 1993,"3,889,179,559",Development
948,ADRO,Alamtri Resources Indonesia Tb,16 Jul 2008,"29,389,689,400",Main
949,AGII,Samator Indo Gas Tbk.,28 Sep 2016,"3,066,660,000",Development
950,AGRO,Bank Raya Indonesia Tbk.,08 Agt 2003,"24,493,093,216",Main
951,AGRS,Bank IBK Indonesia Tbk.,22 Dec 2014,"47,367,057,874",Development
952,AHAP,Asuransi Harta Aman Pratama Tb,14 Sep 1990,"4,900,000,000",Development
953,AIMS,Artha Mahiya Investama Tbk.,20 Jul 2001,"220,000,000",Development
954,PNSE,Pudjiadi & Sons Tbk.,01 May 1990,"797,813,496",Development
955,POLY,Asia Pacific Fibers Tbk,12 Mar 1991,"2,495,753,334",Watchlist
956,POOL,Pool Advista Indonesia Tbk.,20 May 1991,"2,341,366,264",Watchlist
957,PPRO,PP Properti Tbk.,19 May 2015,"61,675,671,883",Watchlist
